"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"63803",6,6,6,5,6,6,4,5,5,3,6,6,4,6,5,6,5,4,6,5,3,3,5,4,5
"63807",5,3,4,5,3,3,3,3,5,1,2,4,6,4,4,1,1,2,3,6,3,5,4,6,3
"63810",4,5,4,4,5,5,4,4,3,1,3,3,4,4,5,5,5,1,1,2,6,6,5,6,4
"63811",2,5,5,6,5,6,6,6,6,4,2,3,4,5,6,2,2,3,5,1,6,4,4,6,2
"63812",6,NA,6,6,6,3,5,5,6,5,6,6,5,5,NA,5,5,6,6,5,6,6,5,6,6
"63815",5,5,4,6,3,4,5,6,5,6,6,5,4,6,5,5,5,6,6,6,6,6,6,6,6
"63816",5,5,4,5,5,6,5,4,6,5,2,4,2,4,3,4,5,5,5,5,2,4,4,3,3
"63817",4,5,5,2,6,6,6,6,6,6,5,6,6,6,5,2,3,2,6,5,5,5,5,3,6
"63818",6,4,4,6,3,3,5,4,3,3,1,2,1,1,4,1,1,1,3,5,4,5,4,4,4
"63820",3,2,1,2,2,5,6,5,5,3,1,1,1,2,5,5,5,6,5,6,2,2,2,5,6
"63822",6,5,5,2,5,2,5,2,6,2,2,5,2,2,5,5,5,5,3,3,5,5,4,5,6
"63823",3,5,4,6,4,4,4,2,4,3,4,6,4,5,5,NA,3,3,5,6,3,2,3,5,3
"63824",6,6,6,6,6,1,6,5,5,2,5,6,6,3,6,6,3,6,2,6,6,6,5,3,6
"63825",6,5,6,5,6,4,2,5,4,2,6,5,5,5,4,6,3,6,6,4,5,6,4,5,5
"63826",3,4,2,5,3,4,5,5,2,NA,1,2,1,1,2,2,3,3,1,4,2,4,1,4,4
"63827",6,6,5,2,5,6,4,5,6,2,4,3,3,5,4,6,6,6,3,6,5,3,2,6,5
"63828",4,3,4,5,5,5,5,3,4,1,3,2,3,5,3,6,4,5,5,5,6,4,5,4,4
"63829",6,5,5,5,2,3,5,4,5,4,2,5,2,4,6,5,4,3,4,5,5,5,5,5,4
"63834",2,6,6,4,6,5,5,4,5,2,5,6,6,5,5,2,2,2,3,6,6,5,6,6,6
"63835",2,5,3,6,5,4,5,5,4,4,2,3,2,5,6,6,6,NA,6,6,5,5,6,NA,6
"63837",2,3,5,4,4,5,4,3,6,6,4,2,3,3,5,4,4,6,4,5,3,4,2,4,4
"63838",6,5,5,5,4,5,5,5,6,6,6,6,5,6,5,6,6,6,6,6,6,6,5,4,3
"63839",3,5,1,5,1,4,6,6,1,3,1,3,2,1,6,2,2,3,1,4,6,3,5,6,2
"63846",5,6,6,3,5,6,3,5,6,6,4,5,3,5,5,4,3,3,4,3,5,6,5,5,5
"63847",2,5,2,5,1,5,5,5,5,4,3,3,5,4,5,5,4,4,5,2,5,6,5,6,5
"63849",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,4,5,6,6,6,4,6
"63851",4,4,5,1,4,5,5,6,5,3,2,2,3,3,5,2,2,3,5,5,6,6,5,6,5
"63852",3,5,5,5,6,5,5,6,5,3,6,6,5,5,5,4,3,3,6,4,4,3,4,5,5
"63853",4,4,3,2,4,5,5,5,5,2,NA,4,5,5,5,5,4,5,2,1,6,2,5,6,4
"63854",6,6,6,5,6,6,6,1,5,2,6,6,6,6,6,6,6,5,3,1,6,6,5,6,4
"63855",5,5,5,5,5,6,5,6,6,5,6,3,4,4,6,6,3,3,2,1,6,5,4,5,5
"63856",5,5,4,6,5,4,5,1,5,1,5,6,6,6,5,2,1,2,4,3,6,6,5,6,5
"63862",2,2,1,1,1,2,5,2,4,2,3,1,1,2,1,6,6,6,6,6,6,5,5,6,1
"63863",4,5,5,6,4,5,6,5,5,5,2,5,2,4,5,3,3,5,5,5,5,2,5,4,5
"63866",3,5,3,5,4,4,2,4,4,3,3,4,2,NA,5,5,3,5,5,4,3,3,4,3,4
"63868",5,4,5,4,2,4,3,3,5,3,4,2,2,2,3,2,2,1,3,3,5,5,3,5,6
"63871",6,6,6,5,5,6,6,6,6,6,3,2,5,1,5,4,2,6,6,6,6,5,5,5,2
"63873",6,6,6,5,5,3,3,4,3,3,3,3,4,4,4,4,3,3,2,5,5,6,5,6,5
"63875",2,6,5,6,5,6,5,6,6,4,5,3,2,5,5,6,5,6,5,6,5,5,5,5,5
"63877",3,4,4,4,5,6,3,2,2,2,2,3,4,4,4,4,4,3,2,4,6,5,5,6,5
"63879",3,4,1,1,2,4,3,5,5,6,6,6,4,2,5,3,2,5,3,5,5,6,6,4,6
"63880",5,4,2,5,4,5,5,6,6,2,2,2,2,2,6,5,5,6,6,6,6,6,5,6,6
"63881",2,5,5,2,6,5,4,5,2,2,3,2,1,2,4,5,3,6,6,6,5,6,4,3,5
"63882",4,5,5,3,5,5,3,4,6,1,1,5,4,2,4,2,2,2,3,5,5,3,6,6,6
"63883",4,4,6,6,4,6,2,4,6,5,5,4,5,5,6,3,2,3,5,3,6,1,6,5,4
"63884",5,5,5,2,6,4,3,NA,5,3,5,5,3,6,6,6,3,6,5,6,5,5,6,4,6
"63885",2,4,1,2,2,5,5,4,5,3,5,3,3,4,4,5,4,5,5,5,4,4,6,5,4
"63887",4,4,2,5,4,5,5,4,3,3,4,4,2,4,5,5,2,3,5,1,5,3,5,6,6
"63888",1,1,5,4,2,3,4,3,5,4,6,4,5,2,4,2,1,1,5,3,4,2,3,2,3
"63890",6,6,5,3,5,4,2,2,5,5,5,5,4,5,5,6,6,6,6,6,5,5,5,5,5
"63897",3,5,4,2,4,4,2,5,2,1,4,2,4,3,3,4,2,3,4,6,5,6,4,4,4
"63898",6,5,4,5,2,2,5,2,2,5,3,3,4,4,4,6,6,4,5,3,6,6,6,6,6
"63899",6,6,5,4,5,5,6,5,3,3,1,6,3,6,5,2,3,1,2,2,6,3,5,6,5
"63900",4,5,2,4,2,5,4,6,5,5,2,3,4,5,5,4,4,5,4,6,4,5,4,6,5
"63902",6,6,5,6,5,5,5,5,5,5,4,4,4,5,5,6,5,5,5,4,5,5,5,5,5
"63907",4,5,4,6,5,6,5,5,5,2,5,3,5,5,3,5,NA,4,1,2,6,6,6,5,6
"63909",4,3,4,4,3,3,3,4,5,3,5,5,3,3,2,5,5,5,3,5,3,4,2,5,5
"63911",6,6,5,5,6,5,5,5,6,2,4,6,3,5,6,6,5,5,5,5,2,6,3,6,6
"63912",6,6,6,6,6,4,3,1,3,5,5,5,5,6,6,6,5,5,6,6,6,4,3,3,3
"63913",5,5,5,6,6,6,5,5,6,6,5,6,6,5,5,6,6,6,5,5,6,6,6,6,6
"63918",6,6,6,6,6,6,5,5,6,5,6,5,4,6,6,6,6,6,6,4,5,4,5,5,5
"63924",3,4,6,4,6,4,3,4,3,4,6,6,4,6,6,4,3,3,6,5,5,1,4,4,3
"63925",5,5,5,5,3,4,4,4,5,4,3,3,2,3,3,6,5,5,5,5,4,2,2,6,5
"63930",3,4,5,6,5,4,5,5,5,5,5,6,4,5,5,4,5,5,5,3,4,3,4,2,3
"63931",5,3,5,4,4,5,5,4,5,2,3,3,4,2,4,5,4,5,4,3,5,6,5,4,6
"63932",6,6,6,4,4,6,5,5,5,5,2,4,4,4,5,1,2,2,3,5,5,4,4,6,4
"63934",6,NA,6,6,6,5,5,6,6,6,6,6,6,6,6,3,3,4,6,6,6,4,6,4,6
"63937",6,5,3,1,4,2,5,5,3,1,3,2,3,1,4,6,6,4,5,6,5,6,4,6,6
"63939",5,5,5,2,3,5,4,4,3,3,3,2,2,2,4,4,3,2,2,1,5,4,5,6,5
"63942",4,5,5,4,5,4,2,2,1,1,6,5,5,6,4,5,5,3,3,3,6,5,6,6,5
"63946",2,1,2,6,2,2,4,2,3,2,3,2,4,1,5,1,1,1,2,3,6,6,3,3,4
"63947",5,6,6,6,6,5,5,5,6,6,5,5,5,6,6,2,2,2,5,6,5,5,6,5,6
"63948",6,5,3,6,6,4,3,1,2,2,3,5,2,5,2,4,4,5,2,1,5,5,5,6,6
"63950",6,5,2,6,4,4,4,3,3,2,4,5,5,5,2,6,5,3,4,5,6,5,5,6,5
"63952",5,NA,6,6,6,4,1,5,4,1,6,6,4,6,6,6,3,3,1,1,6,3,6,1,6
"63955",5,3,4,2,4,1,4,2,4,1,2,2,4,4,2,3,1,2,5,5,4,2,3,6,3
"63956",6,6,5,6,6,6,6,5,4,5,4,4,6,5,6,1,1,1,4,1,6,6,6,6,6
"63957",5,3,5,5,4,5,6,5,6,1,1,1,1,1,1,6,6,2,2,6,6,4,2,6,3
"63958",5,4,4,4,5,5,4,4,5,2,3,5,4,5,3,5,4,3,4,6,4,5,4,5,4
"63959",5,6,6,6,5,5,5,5,2,2,5,3,3,4,4,6,5,2,2,2,5,6,5,5,5
"63961",3,1,2,4,5,5,6,4,5,1,2,3,6,2,4,5,2,2,1,2,6,4,5,6,6
"63962",6,NA,5,6,6,5,3,6,6,3,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6
"63963",2,5,6,1,5,5,4,5,2,1,1,2,3,3,4,5,4,4,4,4,5,4,1,6,3
"63966",6,6,5,6,6,4,5,5,3,2,2,3,4,4,5,4,4,2,1,4,5,6,6,6,6
"63967",5,5,6,5,5,5,5,6,6,6,4,6,5,5,6,6,6,6,6,6,6,6,6,4,6
"63971",4,5,5,5,3,5,5,6,5,3,4,2,2,2,5,4,2,3,4,5,4,5,4,5,5
"63977",5,4,5,5,5,6,5,4,5,3,4,6,6,5,6,5,5,6,5,4,6,5,6,5,6
"63978",2,5,6,6,5,6,6,6,2,3,1,2,6,6,5,1,1,2,3,1,5,1,5,6,2
"63979",4,4,5,5,3,6,6,2,2,2,2,1,2,1,5,6,6,6,2,5,5,5,5,6,6
"63980",5,4,4,6,3,4,5,2,4,1,3,3,3,3,2,5,5,5,2,4,2,2,4,3,2
"63982",3,2,2,4,3,6,5,5,4,4,4,3,2,1,4,5,5,3,4,5,2,3,4,4,3
"63983",5,5,5,2,4,5,3,5,2,2,1,1,1,1,2,5,4,5,3,5,4,5,2,6,4
"63984",5,4,3,1,5,6,5,5,6,3,5,1,5,5,5,5,3,1,2,6,6,6,5,6,6
"63985",1,6,3,6,6,4,4,4,3,3,2,4,3,6,5,3,2,NA,3,4,4,5,5,6,2
"63987",6,6,5,6,4,5,5,4,3,4,NA,4,3,3,4,6,5,5,6,3,5,3,5,6,6
"63990",4,5,4,4,5,4,4,3,5,1,6,5,2,5,5,5,5,3,5,6,6,5,4,5,6
"63991",4,NA,NA,NA,3,3,NA,NA,NA,4,NA,4,NA,3,NA,NA,4,4,NA,NA,NA,4,NA,3,NA
"63993",5,2,2,5,4,5,2,3,4,3,4,5,3,3,4,3,3,4,3,5,6,6,5,5,6
"63997",5,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,3,3,3,4,5,4,4,5,6
"63999",5,4,3,6,4,4,2,4,3,3,3,2,4,2,4,5,4,3,3,4,6,5,4,5,4
"64000",4,5,3,6,4,2,2,4,2,1,4,2,5,3,4,6,6,5,NA,3,6,3,5,5,5
"64001",4,6,6,3,6,6,6,5,6,2,6,6,6,6,6,3,1,3,6,6,6,6,6,6,6
"64003",5,5,5,6,5,4,5,5,6,5,5,6,4,6,5,6,6,5,5,5,5,4,5,6,6
"64005",5,5,5,5,3,4,2,6,5,2,6,3,3,5,6,4,3,4,5,3,4,4,5,5,5
"64006",6,6,5,5,5,5,5,5,6,6,5,5,5,2,6,4,2,4,5,3,6,2,1,3,2
"64010",5,5,6,6,5,4,5,4,3,3,2,4,5,5,5,6,5,6,5,6,5,4,5,5,4
"64012",3,6,2,6,6,4,4,5,4,2,6,3,4,4,2,4,2,3,2,2,6,1,1,4,2
"64014",6,6,6,4,5,5,3,5,5,5,5,4,3,5,3,5,2,4,5,3,5,5,2,6,5
"64016",3,5,5,6,4,6,6,6,6,6,3,6,6,6,6,5,3,2,2,3,6,6,5,6,6
"64017",4,4,5,6,6,3,6,6,6,6,4,6,5,6,6,6,6,6,6,6,5,6,6,6,6
"64018",6,4,6,6,3,6,5,6,5,5,3,2,2,3,5,5,4,5,3,6,3,5,6,5,6
"64020",6,6,6,6,NA,6,2,6,6,5,1,1,5,6,6,6,5,1,6,3,6,6,2,6,2
"64021",6,6,6,6,6,2,5,4,6,1,6,6,1,6,3,4,5,6,2,6,6,1,6,5,3
"64024",6,6,6,6,6,5,6,5,6,6,6,6,5,6,2,6,5,3,3,6,6,2,6,6,6
"64025",6,6,6,6,6,6,4,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
"64028",3,5,3,6,3,3,2,4,NA,3,3,3,4,5,2,6,6,5,5,6,6,3,5,5,5
"64029",2,5,5,5,5,5,6,5,2,NA,2,3,6,5,6,2,1,2,3,2,NA,1,5,5,1
"64030",2,3,4,4,4,4,1,3,4,3,1,1,1,1,1,5,3,4,3,4,6,6,3,5,5
"64031",1,5,4,6,6,6,6,5,4,6,3,3,5,6,6,4,6,5,6,5,5,2,4,3,4
"64032",3,4,4,4,4,4,3,3,3,2,3,3,4,3,4,3,3,3,3,3,4,3,4,NA,4
"64033",6,5,4,5,4,2,3,3,6,1,4,4,2,2,5,4,5,4,2,4,3,4,4,6,5
"64036",5,6,4,6,5,4,5,5,5,5,3,5,6,6,3,5,5,2,3,4,5,3,3,6,4
"64044",4,6,5,3,5,3,3,5,2,3,2,1,2,4,4,1,1,3,2,1,4,3,3,5,3
"64046",5,5,4,3,4,4,4,4,4,4,2,2,3,4,4,2,2,2,3,2,3,4,4,5,5
"64047",6,5,5,2,3,3,4,3,4,3,3,3,5,3,6,1,1,2,1,1,5,6,6,6,6
"64049",4,4,1,6,4,2,1,6,5,1,1,1,1,1,3,5,3,6,1,6,6,6,1,6,6
"64050",6,6,5,6,5,5,1,4,4,3,4,5,1,4,1,6,5,5,3,3,4,2,3,2,5
"64051",5,5,6,5,6,5,5,6,NA,5,5,5,6,6,5,6,6,6,6,6,6,6,4,6,5
"64053",6,6,6,6,6,6,5,5,6,6,4,5,5,5,6,5,5,6,6,6,6,6,5,6,3
"64056",3,6,6,6,6,2,2,3,2,1,6,5,6,6,5,NA,1,1,3,1,6,1,5,6,6
"64057",5,5,5,6,6,4,4,4,2,4,6,2,4,6,3,5,4,3,4,1,3,3,4,5,3
"64065",3,5,4,1,4,4,5,6,5,5,6,6,4,6,6,5,3,2,6,6,5,1,4,6,5
"64066",6,3,4,4,4,4,1,5,4,5,1,5,1,5,3,6,6,6,6,3,5,2,4,6,5
"64069",5,6,5,3,4,2,3,6,2,2,6,4,4,6,5,4,3,2,6,3,4,4,4,6,4
"64072",3,3,2,1,4,6,6,6,6,5,4,3,2,4,3,5,2,3,3,5,6,5,6,6,6
"64074",6,4,5,6,5,5,5,4,6,5,5,3,4,6,6,5,3,5,5,5,5,6,4,5,4
"64075",2,4,1,4,2,6,5,6,6,3,1,1,1,1,5,5,3,6,2,6,6,6,4,6,6
"64076",5,5,6,5,5,2,5,5,4,2,2,5,2,5,5,3,2,2,NA,2,5,6,3,5,4
"64078",6,5,6,5,6,4,4,2,5,2,6,6,5,6,6,6,6,6,5,3,4,5,5,NA,5
"64079",6,1,1,1,5,6,6,6,6,5,5,3,5,5,6,6,5,1,3,1,6,5,6,6,2
"64086",5,5,5,4,5,4,2,2,2,2,5,5,5,4,5,3,3,3,4,5,5,5,6,6,6
"64087",3,4,2,2,3,5,3,5,4,2,3,3,2,4,NA,5,3,2,2,6,6,6,6,6,6
"64089",6,6,4,6,5,5,1,2,2,2,5,5,4,6,5,6,6,5,3,2,2,6,5,5,5
"64091",6,4,2,1,5,2,1,1,3,3,4,3,4,5,3,5,5,4,3,4,6,6,3,6,5
"64092",5,5,3,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,4,4,2,5
"64094",4,4,4,3,4,5,5,3,3,2,3,4,3,3,4,4,3,5,6,5,6,3,5,5,4
"64097",6,NA,6,5,6,3,5,4,5,5,6,6,6,6,5,5,5,5,6,3,5,5,6,6,6
"64099",3,5,5,5,5,5,5,4,2,1,5,3,5,6,5,3,3,3,2,1,6,3,5,6,5
"64100",4,4,4,6,4,4,6,4,5,3,4,4,3,4,4,3,2,3,4,3,5,5,4,3,4
"64101",4,5,5,5,5,5,5,4,5,3,1,3,4,5,4,5,4,6,6,5,5,6,5,4,4
"64102",5,5,6,6,5,4,4,4,5,5,3,4,5,5,2,5,4,4,5,4,5,5,6,6,2
"64103",3,5,5,3,5,5,4,4,4,5,6,6,5,6,5,5,5,3,3,5,5,5,4,5,5
"64108",5,6,6,6,6,5,5,4,6,3,6,6,5,6,5,3,3,3,3,3,6,5,5,6,5
"64111",6,5,5,6,4,5,5,5,4,4,1,3,5,4,5,4,4,5,6,5,6,3,5,5,5
"64113",6,6,6,6,5,1,4,5,6,3,3,5,5,2,6,6,NA,6,6,6,6,6,5,5,6
"64116",6,5,4,5,4,4,4,3,4,3,5,5,3,5,3,2,2,2,4,2,4,2,3,4,4
"64119",5,5,4,5,4,2,2,3,2,1,5,5,4,5,6,4,3,4,4,5,5,3,5,5,6
"64120",5,6,5,5,6,3,1,3,2,1,6,6,6,6,4,3,3,1,3,3,5,3,6,6,6
"64122",4,6,6,6,6,6,6,6,6,6,4,6,3,6,6,6,6,6,6,6,6,6,6,1,1
"64125",1,4,1,5,1,2,2,1,5,1,2,1,1,1,1,2,3,5,2,5,6,5,2,6,5
"64128",4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,4,3,2,2,5,4,3,3,6,5
"64129",6,5,6,5,6,5,4,4,5,3,5,2,3,2,5,1,1,1,2,1,6,6,5,5,6
"64132",4,2,4,3,4,3,4,5,3,2,3,4,2,4,4,2,2,3,2,4,4,6,4,4,3
"64134",4,2,1,2,4,5,5,4,5,3,4,3,5,3,4,5,4,5,4,6,4,5,5,5,4
"64136",4,3,4,5,2,5,4,5,5,3,2,5,4,5,4,5,2,3,5,6,5,5,5,6,3
"64137",5,5,5,4,5,5,4,2,3,3,5,5,5,5,4,5,3,3,3,5,6,5,5,5,5
"64138",5,5,4,5,5,3,4,2,3,3,5,4,4,3,4,5,4,2,3,3,4,3,5,6,5
"64141",5,5,5,5,5,5,5,5,3,3,5,4,5,5,5,5,4,5,4,2,6,2,6,6,4
"64142",5,6,5,6,4,4,4,4,4,3,5,4,5,4,5,4,3,3,3,3,5,6,5,5,5
"64143",5,6,5,6,5,4,5,5,5,6,6,6,4,5,3,5,3,5,3,5,5,5,6,6,5
"64144",4,3,1,3,2,2,2,4,4,3,1,1,1,1,1,2,4,3,1,5,5,6,1,5,4
"64147",5,4,6,4,5,4,5,4,3,3,6,5,6,3,5,5,3,6,6,6,5,5,6,6,5
"64148",4,4,2,4,4,6,6,4,5,3,3,4,3,5,5,5,5,5,5,1,3,3,4,4,4
"64150",4,4,3,5,4,3,3,3,4,2,4,4,3,4,3,6,5,6,4,5,3,5,4,4,3
"64151",6,5,6,5,5,5,6,5,6,4,5,3,4,5,5,6,4,6,6,2,4,3,5,4,3
"64152",6,5,6,5,5,2,1,4,3,1,5,3,5,5,6,6,6,6,4,5,6,5,4,5,5
"64154",5,5,6,5,6,6,6,6,6,3,3,3,5,5,5,2,3,2,2,2,5,4,5,6,6
"64155",2,4,4,4,5,4,4,5,5,2,5,3,4,5,5,3,3,3,3,5,5,4,5,5,5
"64156",6,4,6,6,6,4,4,5,5,5,5,3,3,6,5,6,5,5,5,5,6,6,6,5,6
"64158",5,3,1,1,1,4,2,2,3,1,6,1,1,1,2,2,2,5,1,4,2,2,2,5,4
"64163",6,6,6,6,4,6,5,6,6,3,6,5,6,4,5,1,2,1,1,3,5,6,5,6,6
"64168",6,6,5,5,5,5,2,3,3,3,3,3,4,5,5,6,5,6,3,3,5,3,4,5,5
"64169",5,5,6,6,6,6,6,6,5,6,5,6,5,6,6,5,5,5,5,5,5,5,4,1,5
"64178",NA,5,4,6,4,4,5,5,5,5,2,1,2,1,1,1,1,1,1,4,1,6,1,6,5
"64179",5,4,3,6,6,6,4,2,5,3,5,6,6,5,6,6,5,6,6,6,6,6,6,5,6
"64180",3,2,4,4,4,3,4,5,6,6,2,5,4,5,5,3,5,5,5,4,6,5,3,5,3
"64185",5,5,4,4,5,5,4,4,4,2,4,3,4,3,6,3,3,3,4,3,5,4,3,5,5
"64192",1,5,6,5,6,1,1,1,1,1,1,6,6,3,1,1,1,1,1,1,6,6,6,2,5
"64193",5,5,5,6,4,4,3,3,4,2,5,5,6,5,5,2,2,2,3,5,6,6,5,6,5
"64195",5,5,5,6,6,5,5,5,6,5,5,5,4,6,6,5,5,4,4,6,5,6,5,4,4
"64200",3,NA,5,6,6,4,4,5,5,4,6,6,6,5,6,6,4,4,5,5,6,4,6,5,4
"64202",3,2,2,2,4,1,1,2,1,1,5,1,2,2,2,2,2,5,2,1,6,5,6,6,5
"64204",5,5,5,6,5,2,4,5,2,5,2,2,4,3,2,6,5,5,2,2,4,6,2,5,6
"64206",5,5,5,4,6,5,5,6,6,3,3,5,5,5,3,6,6,5,3,3,6,5,5,5,5
"64212",5,5,3,2,3,2,3,5,2,2,3,2,2,3,4,2,2,3,3,3,5,3,3,6,4
"64216",3,4,3,5,5,4,4,4,3,1,3,3,NA,3,6,3,4,3,3,3,5,2,NA,6,5
"64217",5,5,6,3,5,5,3,2,3,3,6,5,5,5,5,3,3,5,4,5,6,4,4,5,5
"64222",6,6,6,6,5,5,4,5,5,5,2,3,4,5,5,5,4,2,3,6,6,4,5,6,5
"64226",5,4,4,2,2,4,2,2,3,1,5,5,4,3,5,2,NA,3,5,3,6,2,3,4,3
"64228",6,6,6,6,6,4,4,4,5,2,2,5,6,5,6,5,5,5,5,1,3,4,4,6,6
"64231",5,6,6,6,6,1,5,5,6,6,6,6,5,6,6,4,5,4,6,4,6,4,4,5,3
"64235",5,5,5,6,4,3,2,4,2,3,5,4,4,5,4,5,5,5,2,4,6,4,4,2,5
"64236",5,5,3,2,2,4,2,5,2,2,1,1,4,1,2,2,2,3,1,2,4,2,2,5,3
"64240",5,5,5,5,5,NA,5,5,6,6,3,2,5,5,5,5,4,6,5,5,6,6,6,6,6
"64241",3,5,3,5,4,3,4,5,4,4,2,2,2,4,4,2,3,3,4,3,5,5,4,6,5
"64242",5,6,5,5,4,5,4,5,6,5,4,5,4,5,4,6,5,6,5,6,4,4,4,5,5
"64243",5,5,3,5,2,2,4,2,2,2,6,3,4,4,6,2,2,2,1,1,6,1,5,6,3
"64244",5,6,6,4,2,6,5,5,6,4,2,3,6,5,5,6,6,6,6,6,5,5,6,6,5
"64248",5,5,4,6,4,2,3,2,2,3,3,2,2,3,2,3,2,2,2,3,5,2,4,6,5
"64250",6,6,6,1,1,6,6,6,6,1,6,1,5,2,6,1,1,1,1,4,6,4,6,6,6
"64251",6,5,3,4,4,3,2,4,3,2,1,NA,2,4,2,4,3,3,1,3,5,4,4,5,5
"64254",2,5,5,4,6,4,5,4,5,6,6,5,5,6,4,6,4,6,5,6,6,6,6,4,3
"64256",6,6,5,4,6,3,6,6,6,6,4,6,4,5,6,3,6,6,5,3,6,6,6,5,6
"64261",4,6,3,5,3,4,NA,2,3,3,3,2,3,2,2,2,2,3,2,3,5,5,2,5,3
"64263",5,6,6,5,5,5,3,5,3,3,6,6,5,5,5,3,3,5,4,5,5,4,6,6,5
"64264",2,6,6,5,5,3,5,6,2,6,2,2,5,3,6,2,1,1,1,1,6,1,6,6,NA
"64266",5,5,2,4,2,6,1,6,6,5,2,6,2,1,5,2,2,5,3,3,6,6,4,6,6
"64267",5,3,3,4,4,5,5,2,5,3,2,2,2,2,2,6,5,5,4,3,NA,6,4,6,5
"64274",5,6,6,5,5,5,5,5,6,3,6,5,3,6,2,6,6,5,5,5,4,4,6,6,6
"64275",2,5,3,6,6,6,6,5,5,1,3,4,5,5,6,4,3,3,3,4,6,4,6,6,5
"64279",4,3,4,2,2,5,5,4,5,5,2,2,4,2,3,4,3,3,3,3,5,5,3,4,2
"64280",4,6,4,6,5,4,6,NA,6,6,5,5,4,4,5,5,3,6,5,3,5,6,4,4,4
"64284",6,6,6,6,6,5,5,6,5,4,5,6,5,6,6,5,5,3,4,5,5,4,5,4,4
"64286",5,6,6,6,6,5,4,5,5,5,3,6,5,5,4,6,5,5,6,6,6,6,5,5,4
"64289",5,4,4,5,4,5,6,5,6,6,6,6,6,6,6,6,5,6,6,5,6,3,5,4,6
"64290",5,6,6,6,6,NA,6,5,6,6,1,3,5,4,6,6,6,6,6,5,NA,3,5,5,3
"64295",5,4,4,4,3,5,5,4,5,1,2,2,3,3,3,4,4,3,2,2,3,5,3,5,4
"64296",3,5,5,6,4,4,5,4,4,1,4,1,3,3,4,1,1,1,1,1,6,6,3,6,6
"64297",5,4,3,3,3,4,2,3,5,4,4,3,4,6,3,NA,6,4,4,4,2,5,4,5,5
"64298",5,5,6,4,6,4,3,4,4,6,5,3,5,5,5,6,6,6,6,5,6,3,5,6,6
"64299",5,4,5,4,6,5,5,6,5,5,4,3,4,5,4,6,4,3,3,3,5,3,4,5,5
"64300",2,4,3,2,3,4,6,6,2,3,6,6,4,6,6,3,1,5,6,3,4,1,4,5,3
"64303",5,4,4,3,5,5,3,4,4,3,6,5,5,6,5,6,6,6,6,5,5,4,4,4,NA
"64305",5,4,5,6,4,4,5,5,2,5,5,5,5,5,2,4,4,5,5,5,4,5,4,3,3
"64308",6,6,6,6,6,6,5,4,6,2,5,6,4,6,4,6,4,4,6,6,5,5,6,6,6
"64310",3,6,5,5,3,5,5,5,5,4,6,5,2,3,6,6,3,6,4,5,5,5,5,5,6
"64311",4,3,3,4,4,3,4,4,4,3,3,5,4,3,3,6,5,5,3,4,4,3,4,4,4
"64312",2,5,2,4,4,5,6,4,5,4,5,5,2,5,3,3,3,2,3,1,3,2,3,5,5
"64315",3,4,4,1,5,6,5,3,4,6,4,4,4,6,5,4,6,5,6,6,5,3,4,3,5
"64318",2,5,4,5,5,5,5,5,4,3,3,4,3,6,6,5,3,6,5,5,4,2,4,5,3
"64320",6,5,5,5,5,5,4,5,5,4,6,6,5,6,3,3,3,5,3,5,5,4,5,5,6
"64321",6,6,6,6,6,6,6,6,6,6,6,3,6,4,3,1,1,1,1,1,6,6,6,6,6
"64322",4,5,2,1,5,6,2,4,6,6,5,5,4,2,6,6,6,5,6,6,6,6,5,6,6
"64323",4,6,4,6,4,1,6,6,6,6,5,3,2,5,4,6,6,6,6,6,4,3,4,5,3
"64324",6,6,6,5,6,4,5,4,2,2,4,5,6,5,4,4,3,4,1,3,6,6,6,6,1
"64326",5,5,5,4,6,4,6,5,5,3,1,3,4,5,5,5,5,5,3,3,5,3,4,4,3
"64327",6,5,5,6,5,3,4,5,3,3,5,3,5,5,4,3,2,3,3,5,4,1,4,6,4
"64329",5,5,5,3,5,3,4,5,3,2,4,3,4,4,4,2,1,2,3,2,5,4,5,5,5
"64332",5,4,5,2,5,5,3,5,5,4,5,5,4,6,4,6,5,6,4,5,4,5,5,5,4
"64333",5,6,6,5,6,6,5,5,6,6,6,6,NA,6,6,6,3,6,6,6,6,5,6,6,5
"64334",6,5,6,4,5,4,3,4,4,4,6,4,5,5,4,5,4,4,5,5,6,5,5,6,5
"64335",2,4,3,3,4,6,3,6,6,5,3,6,4,3,6,5,4,5,2,6,6,6,6,6,5
"64338",5,4,6,5,5,5,4,5,4,3,5,5,5,5,6,4,5,3,5,6,6,5,3,5,3
"64339",6,5,6,6,4,4,4,3,5,2,4,4,5,4,4,2,2,1,2,2,5,5,5,6,5
"64340",5,6,5,4,5,6,5,6,6,4,5,4,6,6,6,3,4,5,5,4,5,4,4,5,3
"64341",3,6,1,6,6,1,1,6,1,1,3,1,4,1,1,3,4,1,2,1,1,1,2,6,5
